-50.812, 47.466, 30.133
-50.681, 45.47, 20
-50.363, 43.5, 61.14
-49.841, 41.574, 56.845
-49.11, 39.716, 52.194
-48.181, 37.946, 47.996
-47.059, 36.29, 47.676
-45.778, 34.755, 50.144
-44.382, 33.326, 54.203
-42.893, 31.992, 59.161
-41.331, 30.745, 64.476
-39.71, 29.574, 69.741
-38.032, 28.486, 74.409
-36.32, 27.452, 78.285
-34.585, 26.458, 79.179
-32.83, 25.5, 75.904
-31.058, 24.572, 72.48
-29.276, 23.663, 68.887
-27.492, 22.76, 65.095
-25.708, 21.856, 61.069
-23.927, 20.945, 56.757
-22.162, 20.006, 52.09
-20.415, 19.031, 46.962
-18.697, 18.008, 41.201
-17.02, 16.92, 34.492
-15.404, 15.743, 26.115
-13.879, 14.452, 20
-12.49, 13.016, 20
-11.302, 11.413, 20
-10.395, 9.637, 20
-9.844, 7.724, 20
-9.683, 5.739, 20
-9.886, 3.756, 96.277
-10.384, 1.825, 96.277
-11.1, -0.038, 96.277
-11.975, -1.837, 96.277
-13.025, -3.539, 96.277
-14.14, -5.197, 96.277
-15.335, -6.801, 96.277
-16.6, -8.348, 96.277
-17.901, -9.867, 96.277
-19.258, -11.336, 96.277
-20.641, -12.781, 95.495
-22.051, -14.198, 92.798
-23.5, -15.577, 90.02
-24.948, -16.957, 87.152
-26.441, -18.287, 84.188
-27.941, -19.61, 81.114
-29.442, -20.932, 77.92
-30.983, -22.206, 74.589
-32.524, -23.481, 71.102
-34.065, -24.756, 67.436
-35.636, -25.994, 63.558
-37.211, -27.226, 59.427
-38.786, -28.459, 54.987
-40.372, -29.678, 50.156
-41.975, -30.874, 44.806
-43.577, -32.07, 38.725
-45.18, -33.267, 31.49
-48.333, -35.568, 0
-48.333, -35.568, 0
-64.487, -47.36, 0
endData
127
100
200
-50.812, 47.466, -50.812, 11.897, 40.154, 28.132, -48.333, -35.568
#PATH.JERRYIO-DATA {"appVersion":"0.5.1","format":"LemLib v0.4.x (inch, byte-voltage)","gc":{"robotWidth":11.811023622047244,"robotHeight":11.811023622047244,"robotIsHolonomic":false,"showRobot":false,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"VRC 2024 - Over Under","signature":"VRC 2024 - Over Under","origin":{"__type":"built-in"}}},"paths":[{"segments":[{"controls":[{"uid":"ND6uy36CHh","x":-50.81196581196581,"y":47.465811965811966,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"JVmpoEcXlY","x":-50.81196581196581,"y":11.897435897435923,"lock":false,"visible":true,"__type":"control"},{"uid":"1TDz1xVDRf","x":40.15384615384615,"y":28.132478632478634,"lock":false,"visible":true,"__type":"control"},{"uid":"KFnlISrCkN","x":-48.333333333333336,"y":-35.56837606837607,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[{"uid":"3aCrgpqlKV","xPos":0.5333333333333333,"yPos":0.9534662867996202,"followBentRate":false}],"lookaheadKeyframes":[],"uid":"DYZE6Kfbyg"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":100},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":4,"label":"4"},"step":0.01,"from":1.4,"to":1.801},"maxDecelerationRate":127},"name":"Path","uid":"2IOuc2PMKo","lock":false,"visible":true}]}
